Number of nodes,Number of Edges,Average Degree,Density,Cut-Ratio,Avg. internal density,Coverage,Performance,Modularity,Execution Time,Num of Clusters
400,15800,79.0,0.19799498746867167,7.8125e-05,0.9996835443037975,0.9996835443037975,0.999874686716792,0.7996835443037975,0.041123400000003585,5
425,17850,84.0,0.19811320754716982,6.920415224913495e-05,0.9997198879551821,0.9997198879551821,0.999889012208657,0.799719887955182,0.040923200000001714,5
450,20025,89.0,0.19821826280623608,6.17283950617284e-05,0.9997503121098626,0.9997503121098626,0.9999010146003464,0.7997503121098626,0.05036410000000302,5
475,22325,94.0,0.19831223628691982,5.5401662049861494e-05,0.9997760358342666,0.9997760358342666,0.9999111703308905,0.7997760358342665,0.05010479999999973,5
500,24750,99.0,0.19839679358717435,5e-05,0.9997979797979799,0.9997979797979798,0.9999198396793587,0.7997979797979797,0.05406040000000445,5
525,27300,104.0,0.1984732824427481,4.5351473922902495e-05,0.9998168498168498,0.9998168498168498,0.9999272991639404,0.7998168498168499,0.0756028999999998,5
550,29975,109.0,0.19854280510018216,4.132231404958678e-05,0.9998331943286072,0.9998331943286072,0.9999337638681901,0.7998331943286072,0.15506039999999643,5
575,32775,114.0,0.1986062717770035,3.7807183364839316e-05,0.9998474446987032,0.9998474446987032,0.9999394031207393,0.7998474446987032,0.07600539999999967,5
600,35700,119.0,0.1986644407345576,3.472222222222222e-05,0.999859943977591,0.999859943977591,0.9999443516972732,0.799859943977591,0.08012889999999828,5
625,38750,124.0,0.1987179487179487,3.2e-05,0.9998709677419356,0.9998709677419355,0.999948717948718,0.7998709677419356,0.0627500000000012,5
650,41925,129.0,0.1987673343605547,2.9585798816568047e-05,0.9998807394156233,0.9998807394156232,0.9999525897830983,0.7998807394156231,0.10279410000000411,5
675,45225,134.0,0.19881305637982197,2.7434842249657064e-05,0.9998894416804864,0.9998894416804864,0.9999560391251786,0.7998894416804864,0.05733910000000009,5
700,48650,139.0,0.1988555078683834,2.5510204081632654e-05,0.9998972250770812,0.9998972250770812,0.9999591252810137,0.799897225077081,0.11324400000000168,5
725,52200,144.0,0.19889502762430938,2.3781212841854935e-05,0.9999042145593868,0.9999042145593869,0.9999618975042865,0.799904214559387,0.11403560000000112,5
750,55875,149.0,0.19893190921228304,2.2222222222222223e-05,0.9999105145413869,0.999910514541387,0.9999643969737427,0.799910514541387,0.09970830000000319,5
50,100,4.0,0.08163265306122448,0.008888888888888889,0.9,0.9,0.9836734693877551,0.7999999999999999,0.004822499999995955,10
100,450,9.0,0.09090909090909091,0.0022222222222222222,0.9777777777777776,0.9777777777777777,0.9959595959595959,0.8777777777777778,0.002154199999999662,10
150,1050,14.0,0.09395973154362416,0.0009876543209876543,0.9904761904761905,0.9904761904761905,0.9982102908277405,0.8904761904761905,0.005972700000000941,10
200,1900,19.0,0.09547738693467336,0.0005555555555555556,0.9947368421052631,0.9947368421052631,0.9989949748743718,0.8947368421052633,0.01733920000000211,10
250,3000,24.0,0.0963855421686747,0.00035555555555555557,0.9966666666666667,0.9966666666666667,0.9993574297188755,0.8966666666666667,0.012610199999997462,10
300,4350,29.0,0.09698996655518395,0.0002469135802469136,0.9977011494252872,0.9977011494252873,0.9995540691192865,0.8977011494252873,0.01894699999999716,10
350,5950,34.0,0.09742120343839542,0.00018140589569160998,0.9983193277310924,0.9983193277310924,0.999672533769955,0.8983193277310924,0.01734549999999757,10
400,7800,39.0,0.09774436090225563,0.0001388888888888889,0.998717948717949,0.9987179487179487,0.9997493734335839,0.8987179487179487,0.01984459999999899,10
450,9900,44.0,0.09799554565701558,0.00010973936899862826,0.998989898989899,0.998989898989899,0.9998020292006929,0.8989898989898991,0.037674600000002556,10
500,12250,49.0,0.09819639278557114,8.888888888888889e-05,0.9991836734693876,0.9991836734693877,0.9998396793587174,0.899183673469388,0.04652850000000086,10
550,14850,54.0,0.09836065573770492,7.346189164370983e-05,0.9993265993265993,0.9993265993265993,0.9998675277363802,0.8993265993265995,0.04990579999999767,10
600,17700,59.0,0.09849749582637729,6.17283950617284e-05,0.9994350282485875,0.9994350282485875,0.9998887033945465,0.8994350282485876,0.06903820000000138,10
650,20800,64.0,0.09861325115562404,5.259697567389875e-05,0.9995192307692309,0.9995192307692308,0.9999051795661965,0.899519230769231,0.05259079999999727,10
700,24150,69.0,0.09871244635193133,4.5351473922902495e-05,0.9995859213250518,0.9995859213250518,0.9999182505620274,0.8995859213250519,0.056401000000001034,10
750,27750,74.0,0.09879839786381843,3.950617283950617e-05,0.9996396396396395,0.9996396396396396,0.9999287939474856,0.8996396396396399,0.08237150000000071,10
800,31600,79.0,0.09887359198998748,3.472222222222222e-05,0.9996835443037975,0.9996835443037975,0.9999374217772216,0.8996835443037975,0.12750169999999628,10
850,35700,84.0,0.0989399293286219,3.0757400999615536e-05,0.9997198879551821,0.9997198879551821,0.9999445714681633,0.899719887955182,0.09891830000000112,10
900,40050,89.0,0.09899888765294772,2.7434842249657064e-05,0.9997503121098626,0.9997503121098626,0.999950562353232,0.8997503121098627,0.09381950000000217,10
950,44650,94.0,0.09905163329820864,2.4622960911049555e-05,0.9997760358342666,0.9997760358342666,0.9999556319671676,0.8997760358342666,0.09569000000000472,10
1000,49500,99.0,0.0990990990990991,2.2222222222222223e-05,0.9997979797979799,0.9997979797979798,0.99995995995996,0.8997979797979796,0.1979799,10
